words,urlDrugName,effectiveness,sideEffects,rating
Helps me focus at work in the Corporate world.  Also helps me to "think" before I blurt out the first thing that comes to mind.,adderall-xr,1.0,4.0,9.0
How would I know?  I guess it prevented a bad infection.,clindamycin,1.0,2.0,3.0
Lighter periods# clearing of acne for the first 6-7 months.,ortho-tri-cyclen-lo,1.0,4.0,7.0
Overall# the benefits have been very good.  A rescue inhaler hasn't been used in more than a year# nor has there been a severe asthma attack.  During the period there may have been three incidences where it seemed like an attack was coming on (curing exertion and cold# damp weather) but simply a better environment and a couple of cups of coffee warded it off.  There are times of wheezy# heavy-chestedness# but these are minimal in comparison to prior to taking Advair.,advair-hfa,2.0,3.0,9.0
complete cessation of my acne....effects lasted for about 2 -3 years,accutane,2.0,4.0,7.0
I have had problems falling asleep for many years. I had tried various other medicines# both over the counter and prescription# and nothing seemed to work - some didn't work at all# some helped me initially fall asleep but woke me up in the middle of the night# and others made me tired and feeling as if I were drugged the next morning. Then one day# my dentist prescribed one Ativan to take before bedtime the night before an extraction# and I actually fell asleep standing up! This is the first sleep medication that helps me initially fall asleep# sleep through the night# and doesn't make me feel tired the next day. Plus# it has the added benefit of helping to reduce my worry# anxiety# and stress that had always kept me from falling asleep before.,ativan,1.0,1.0,8.0
I am taking Lipitor to lower my cholesterol level.  It did lower it by a few points. I am taking it more as a preventative medicine.,lipitor,3.0,3.0,7.0
helped me sleep better but it si short acting for hours# Have to take another in the middle of the night. Helped reduce pack pain,ambien,5.0,2.0,9.0
one dose don't know,fosamax,5.0,5.0,1.0
Greatly reduced severe migraines that were occurring almost daily.  This drug was added as a preventative medication when migraines became so dibilitating that I could not function in everyday life# i.e.# go to work# take care of self and family# etc.  Migraines were reduced after approximately 6-8 weeks on the medication to about 1 per month and then continually reduced to 1 every 3 to 6 months as I stayed on the medication.  I also use the medication to manage my mood disorder (bi-polar disorder) and was able to not have to take a mood stabalizer# because this drug also manages to keep me from getting "manic"# so it is an extra "bonus" on top of the migraine management!!,topamax,2.0,1.0,10.0
blood pressure under control,prinivil,1.0,2.0,1.0
the inflammation and redness around chin area was almost entirely cured# the skin was softer and smoother.,finacea,2.0,3.0,10.0
Within a week# I felt as if dark cloud of loneliness and unbearable sadness had drifted away.,prozac,2.0,1.0,9.0
None due to the short time taking drug.,abilify,5.0,2.0,2.0
The treatment completely cleared up the rash on my hands# usually in just a few days. Since it was a foam I could apply it easily and there was no residue.,olux,2.0,3.0,10.0
I have chronic allergies because I am allergic to dust rather than a seasonal allergen# like ragweed. I have tried many products# but typically they are so drying that I am forced to discontinue use. This product is effective at reducing the production of mucus and eye irritation from a sever allergy to dust. I haven;t used this,clarinex,1.0,1.0,9.0
able to function at job and sleep with neck pain. Addressed tension and inflammation issues that allowed me to be able to use my arms freely and to also be able to lay on my neck at night to be able to sleep.,flexeril,2.0,1.0,8.0
After menopause# I experienced painful intercourse and some bleeding caused by vaginal dryness. I tried over-the-counter lubricants including suppositories but found them to be inconsistent and they also masked sensitivity in the vaginity area.,vagifem,1.0,1.0,8.0
The treatment benefits of taking Synthroid have everything to do with metabolism regulation.  Because I had thyroid cancer the entire thyroid was removed.  Since thyroid hormone keeps the body running at optimum speed# it is now essential for me to take medication that will accomplish what my body is no longer capable of doing on its own.,synthroid,2.0,3.0,10.0
None.,ambien-cr,5.0,5.0,1.0
the treatment eased pain very efficiently. I had no pain all day after just 3 pills. besides# I did not feel numb or anything# only the pain went away.,tylenol,2.0,3.0,9.0
I saw a large improvement in my skin which had become very dry and flaky on my legs and also on my face.  I have a blood test every year and after the initial experimenting with the dosage which started at .50 my thyroid levels are normal.,synthroid,2.0,3.0,10.0
Highly effective for sleeping.,elavil,4.0,2.0,1.0
Decreased headache pain from 10/10 to 0/10 within a few hours. Took at least 30 minutes to feel pain start to decrease# then causes fatigue. I like the fact that it disintegrates sublingually# because vomiting is often associated with my headaches and I am never sure how much medication is retained afterward if I have taken a tablet.,maxalt,1.0,1.0,9.0
total disappearance of psoriasis# greatly reduced fatigue# increased mobility# little-no sciatica# pain only felt upon application of pressure# all infection markers reduced,enbrel,1.0,4.0,8.0
It would ease the throbbing feeling associated with a migraine.,relpax,1.0,1.0,7.0
cant say because I had to stop taking it after just 2 days due to severe after effects,tetracycline,4.0,5.0,1.0
Lowered blood pressure,prinivil,3.0,5.0,1.0
The drug helped with sleep# but was inconsistent. I was a chronic insomniac# rarely sleeping more than 5 hours a night# often less.  With amitriptyline I was able to sleep more regularly (although not always)# thereby alleviating some of the symptoms of depression and living more functionally on the whole.,elavil,3.0,4.0,4.0
Cleared up nasal passages pretty well.  Was about as effective as pseudophedrine# but longer lasting.,flonase,1.0,1.0,5.0
I have seasonal allergies and especially in the spring and fall# my eyes itch and get dry. These drops contain anti-histamines that are delivered directly into the eye# and therefore are more effective than just using anti-histamine pills. I think they also helped with the eczema-like flaking on my eyelids but I cannot be sure because I was also using anti-histamine pills at the time.,patanol,1.0,3.0,8.0
Fewer hot flashes & irritability.,vivelle-dot,2.0,1.0,9.0
cleared acne# dried skin out considerably. Was very easy to use. Did not take much to use. No smell or fragrance.,differin,4.0,2.0,3.0
|it cleared most of my acne and i had no sideffects at all!!!
i drank allot of water that migth explain why there were no side effects|,minocycline,1.0,3.0,9.0
To stop a absess behind my rectum caused by crohn's# flagyl did not help but they giving to me. I trusted the Doctor's.,flagyl,5.0,5.0,1.0
Not wanting a cigarette,zyban,1.0,2.0,4.0
|None# just started.
I rated a 7 due to the potential it has after one experience. Blue/green clouds are nothing to scoff at!|,remeron,1.0,5.0,7.0
I have arthritis in my spine and right foot.  Without the Meloxicam I'm in severe pain in my back# and my foot becomes so painful I can't put any weight on it.  So# walking becomes very difficult.  As long as I'm taking the medication# but regions do not cause me the severe pain I'm in without it.,mobic,2.0,2.0,10.0
Changed my life- for the better,methylphenidate,2.0,1.0,10.0
sleep well,ambien,1.0,1.0,8.0
My libido increased and energy. I have really bad anxiety# it actually helped it..my mood really hasn't changed much. I seen happier because of the weight loss. It's a good program if you want to loose a lot of weight..,adipex-p,1.0,1.0,7.0
I have been taking this treatment for 4 years and the goal is to prevent any more bone loss and possibly to improve it. Combined with weight bearing exercise supposedly my bone loss will change.  I had a test a year after I started taking fosamex and there was slight improvement; I have not had another test since. I will be due for a test my next annual obg visit.,femhrt,2.0,3.0,10.0
There was a noticable smoothing of the skin and lightening of age spots.,tazorac,3.0,4.0,7.0
Full control of my periods and on this medicine I have only four periods per year.  There's occasional spooting# but I LOVE not having monthly periods.,seasonale,2.0,3.0,8.0
pregnancy avoidance# worked perfectly# did not get pregnant until stopped taking the meidaction# then 3 months later conceived,nordette,2.0,3.0,10.0
relieved the pain,lyrica,1.0,4.0,5.0
Eliminated hormonal cysts; 3 years with no recurrence.,renova,2.0,1.0,10.0
Reduced cholesterol levels after approximately four months.  Have been taking the medication for approximately forty eight months on a regular daily basis.,lipitor,1.0,3.0,8.0
"gloom and doom" was eliminated# feeling as if I didn't even have energy to life an arm was eliminated.,armour-thyroid,2.0,3.0,10.0
The decrease in aniety greatly increased the quality of life for the patient.,paxil,1.0,1.0,8.0
Adderall allowed me to start and FINISH projects. It also gave me energy. I am not a coffee drinker# so Adderall was like my �morning coffee.�  It sometimes would give me a feeling of mild euphoria# which was nice. Certain tasks (like cleaning the house!) didn�t seem so difficult because I would not get distracted by other things.,adderall,1.0,4.0,8.0
After taking zirtek I no longer suffer from my horrible symptoms of my allergic rhinitis if i miss a tablet the symptoms are back almost immediately but after taking zirtek after an hour my symptoms almost dissappear. I now sleep better as MY symptoms usually worsen at night and i can visit friends and family with pets now. Before zirtek I couldn't as I have severe reaction to fur.,zyrtec,2.0,3.0,10.0
The Vermox killed off the effects of the parasitic illness which included extreme fatigue# chronic diarrhea# dehydration# and weight loss.  The Celexa was effective in elevating my mood which had been diagnosed as depression.  It was the doctor�s belief that the long term effects of the parasite presence in my body led to my decline in physical and mental health.  I continued on the generic form of Celexa# Citalopram for a total of three years.  I no longer take medication for depression and my health is quite good.,celexa,2.0,1.0,9.0
Didn't really see any improvements but not sure if I am applying correct amount.,avita,5.0,3.0,2.0
Prior to taking the Amoxicillin I was in a lot of discomfort including tightness in the chest# fever# painful cough and difficulty in breathing. This meant that I was not able to work and had to stay in bed. The effects of the Amoxicillin was almost immediate in that within two hours of taking the drug many of they symptoms had diminished considerably; in particular# breathing was no longer difficult or painful and the fever was reduced. Due to the rapid improvement of my condition following the first few doses of Amoxicillin I was able to return to work almost immediately.,amoxil,2.0,3.0,10.0
Incidents reduced from daily to maybe every 6 to 8 weeks.  If I missed my dose however by hour 14 I would start to break out.  This would indicate to me that the histamine levels are ever present and the histamine blocker is what is keeping their ill effects at bay.  I have however discovered that recently my pharmacy changed their generic manufacturer and the new version is very ineffective.  I've had 5+ severe breakouts in 3 months,fexofenadine,2.0,3.0,8.0
clearer skin# did not affect weight,ortho-tri-cyclen-lo,2.0,1.0,9.0
After a week of taking 20 mg a day# I went from suicidal to genuine happiness. I was diagnosed with major depressive disorder and generalized anxiety disorder and my symptoms have already gotten 90% better. My level of stress is very# very low and my depression is pretty much gone. I can go back to doing things I love and I have more energy to go about my day. Only thing is that I also have insomnia and although it has calmed my nightly discomfort# it has not helped me sleep. But I'm waiting for it to help since my doctor said it would take time. I would recommend this drug to anyone!,celexa,2.0,1.0,10.0
Eliminated the irregular heart beat as well as the occasional heart racing in addition to controlling the blood pressure.  Initially started taking while on birth control and having stress sytems of a racing heart beat.,corgard,2.0,3.0,10.0
This drug did work at alleviating the anxiety for which it was prescribed.,effexor,3.0,5.0,1.0
I had less wrinkles# better tone and texture overall. People could not discern my age and wrinkles developed when I stopped using. I developed no acne during the use of Renova.,renova,1.0,4.0,8.0
This medication# in combination with a diuretic# worked to lower my high blood pressure.,atenolol,2.0,3.0,10.0
I have quite ofren this problem# but the headacke goes away in a few minutes and the medicament works well for other pains too.,motrin,2.0,1.0,10.0
I went to the doctor with a badly herniated disc in my lower back.  It was very inflamed and I had trouble standing completely up right.  The doctor prescribed me hydrocodone for the pain and the diclofenac for the inflammation.  The diclofenac worked really quickly at getting the inflammation down without really any side effects.,diclofenac,1.0,1.0,8.0
I had been to several doctors regarding pain in my thigh mostly.  I had seen Orthopedic Dr# Family practice (2)# Endocrinologist and finally Nuerologist# who prescribed the Mirapex.  I did note slight improvement in leg pain however the weight gain issue was totally unacceptable to me and the benefit was only slight.  I have had much better results with Lyrica.,mirapex,4.0,4.0,3.0
Some of the larger brown spots faded. Skin seemed smoother.,claripel-cream,3.0,4.0,5.0
Lowered blood sugar on a daily basis# lowered A1C ratings and led to a much better overall feeling of control for the diabetes.  Allowed for a more varied diet while keeping blood sugar controlled.  Insulin resistance seems to be in better control.  Lowered appetite which led to weight loss.,byetta,2.0,1.0,10.0
Intended to produce more follicles to increase chances of conception# in combination with intrauterine insemination.  I had 5 rounds of treatment# though I'm not sure why the doctor chose to try this many times when none of the early tries were successful.  Some stimulation occurred - 7-10 follicles were stimulated with each treatment - but conception did not occur.,clomid,5.0,2.0,1.0
better mental acumen# energy#hair texture#better physical endurance and strength,synthroid,3.0,3.0,8.0
Works for both depressive and hypomanic episodes. Makes me calm# slows down my thoughts# and enables me to concentrate properly and work again. Sleeping very well. Feel like a normal human being again!,seroquel-xr,2.0,4.0,9.0
hot flashes  I still have the night sweats.,estrace,3.0,4.0,7.0
Lower blood pressure,capoten,4.0,2.0,1.0
To clear the ear infection she was having and the mild cough and other cold systom she was suffering from at the time. The drug is a penicilin-type antibiotic used to treat a wide variety of bacterial infections.,dispermox,5.0,4.0,1.0
daily headaches reduced to 3 times a month.  Lost a lot of weight.,topamax,2.0,4.0,7.0
Nexium does help in controlling reflux# but I haven't gone without it in so long that I don't know how my reflux would do on its own.  It isn't a complete fix.  I can't blame the drug for this# but it doesn't help at all if I drink caffeine.,nexium,1.0,3.0,7.0
Completely eliminated my heartburn and reflux# which were a daily occurence and were not treated effectively with OTC medications like Pepcid.,prevacid,2.0,3.0,10.0
Mild to moderate relief of back pain,ultram,3.0,2.0,3.0
After taking effexor XR# a consideralbe change in attitude and general outlook was improved. Increased desire to do daily activities improved as well as anxiety about social situations descreased somewhat.,effexor-xr,2.0,1.0,8.0
Benefits where good with the Lyrica# I wish it controlled pain and inflamation more.  However I could not go back to living without it# I would be a mess.,lyrica,1.0,3.0,9.0
There was some leveling out of bone loss.,actonel,3.0,4.0,5.0
effective in reducing anxiety,xanax,1.0,4.0,6.0
To relax the muscles,flexeril,3.0,4.0,7.0
Some weight loss/craving control# lessened desire to drink,topamax,3.0,2.0,4.0
The discharge odour had gone however the yellow discharge I was comaing about remained# going back to doctors tomorrow to see what they say.,metronidazole,3.0,2.0,7.0
Reduces the swelling of joints and pain associated with Rheumatoid Arthritis.  RA seems to be in remission# but if I dont use a shot for 3 weeks# I start getting flare ups.  I also was able to discontinue methotrexate.  I havent had a real flare up for over a year.,enbrel,2.0,1.0,10.0
Completely stops nightly leg pain,tramadol,2.0,3.0,10.0
Complete relief of headache - the only drug to take pain away. I used to get a severe headache at least once a month that lasted 48 hours over three days. Zomig has given me back my life and works even if the migraine has become established.,zomig,2.0,1.0,9.0
blodd pressure remained in the low area,lotrel,2.0,1.0,8.0
Treatment was not for traditional drug use. It was for sexual experimentation--to see if male orgasm response times were decreased and sexual desire after orgasm remained. This did work.,dostinex,1.0,1.0,6.0
Even though I am a woman# my dermatologist recommended that I use the men's dose of Rogain. It definitely thickened my hair# after using the woman's dose for several years# which just kept me from losing hair.,minoxidil,2.0,1.0,9.0
I was a lot younger than what is normally recommended when I started taking Effexor at 15# but along with this help of a great therapist it definately seemed to lift that "cloud" of depression and my anxiety attacks and insomnia disappeared.,effexor-xr,1.0,4.0,7.0
|Swelling was demished.
Acheynesss is going away.|,mobic,2.0,3.0,9.0
It did help with my pain that comes with my adenomyosis. And it's nice to not have a period every month.,seasonique,2.0,4.0,7.0
!0 years after spinal stenosis# scar-tissue and additional narrowing of nerve canals causes sever inflammation and pain. My back pain is virtually disappeared# I feel like a new kid on the block,mobic,2.0,4.0,10.0
After 15 days of taking the drug my mood lifted noticeably.  This reached the maximum level after about 5 weeks.  I experienced very high levels of confidence and an ability to focus much more on my goals.  This led to successful achievement and a dramatic move forward in my life.,paxil,2.0,4.0,10.0
I took the 100mg tab around 9am with other meds per instructions# but the medication only lasted around 4 hours at the most# then I began to feel that wiped out feeling once again. I spoke with my gp & it was determined# that since my fatigue is so severe# we would move up immediately. Take 2 100mg tablets at 9a.m. then 1 100mg tablet at noon# should I be slowing down# with the engraved fatigue# I will change and rather than take 1 100mg tab at noon# I will take 2 200mg tabs at 1pm. Then by 4pm if needed take 1 100mg tablet. Will monitor closely# and go in monthly for Blood work# as this medication# can cause problems with the Liver.,provigil,4.0,3.0,6.0
Nil,mirtazapine,5.0,2.0,1.0
Control of asthma symptoms; preventative treatment.,asmanex,2.0,3.0,10.0
the benefits foe the pain was good# it helped the constant pain i was having in my muscles and the over all aching,lyrica,1.0,2.0,6.0
I did notice a slight decrease in the deep muscle pain that I normally experience.  There was no pain relief from the shoulder pain and neck pain.  No other benefits were experienced.,lyrica,4.0,2.0,2.0
I get occasional migraine headaches. Zomig is very effective in minmizing or eliminating the symptoms# which include severe headache# nausea# photosensitivity. I also get frequent exercise induced headaches# which do not respond to other OTC analgesics such as tylenol or motrin. Zomig is also very effective in minimizing or eliminating the headache pain.,zomig,1.0,1.0,9.0
It cleared the throat infection (painful throat when swallowing or even touching the neck) and cough significantly after 5 days# and totally cleared symptoms after 2 weeks. My 78-year-old mother could not tolerate many antibiotics. This is 1 of the few that she could take fortunately.,amoxil,1.0,1.0,8.0
it did clear up my uti but not worth feeling like I did after taking this drug.,macrobid,1.0,5.0,1.0
cleared bacteria on skin slightly,tetracycline,4.0,4.0,4.0
Moderate lightening of hyperpigmentation# smoothing of fine lines and wrinkles,avage,3.0,1.0,8.0
Reduced blood pressure.  If I was consistent with my dosage# after time if I missed a dose it wouldn't matter.  If I was inconsistent and forgetful with my dosage# I could feel heart palpitations and my bp would rise.  Bringing my weight down also helped greatly.  Typically my bp w/o dosing is 140/90.  At one time# I got it down to 118/80.  Consistency is a key in remembering to take the tablet faithfully every day and at the same time daily.,diovan,2.0,4.0,7.0
great focus# mental clarity# helped me wake up# made me care about doing things and getting things finished# improved my mood. i started eating better for me (when i did eat)# and it made me check my blood glucose levels more (so improved my health).,adderall-xr,1.0,1.0,9.0
I have already noticed my mood becoming more stable# and it has only been a month since I have started this medicine.  I feel like I have become less emotional and more rational.  I still have some anxiety# but that is why I take buspirone 2X a day with this drug.,lamictal,1.0,1.0,8.0
Clearer skin#free from major breakouts,doryx,1.0,4.0,7.0
greatly diminished arthritis pain# increased joint flexibility.,piroxicam,2.0,1.0,10.0
Lowered cholesterol well,lipitor,2.0,2.0,7.0
My blood pressure is now in the normal range. My blood pressure ranges from 110 over 80 to 137 over 90. This limits the possibility of stroke.,evista,2.0,3.0,10.0
I was good that I only had to take this once per day.� More often and I probably would have forgotten or become obsessed with remembering.,atenolol,1.0,3.0,8.0
acne cleared up and the whiteheads and blackheads and bumps disappeared# and pores visibly shrunk and skin got smoother and softer.,retin-a-micro,2.0,4.0,10.0
It is very effective for falling and staying asleep.  Much more than over the counter medications.,restoril,2.0,1.0,9.0
Reduce the infect quite a bit after the initial dosage. Made it easier to breath and reduced my fever and body ache.,biaxin-xl,1.0,2.0,8.0
The medicine alleviated physical symptoms of withdrawal from use of alcohol and significantly decreased anxiety.,ativan,2.0,4.0,8.0
So far my skin has been red# itchy and peeling# but I have fewer blackheads and smaller pores.  I need keep using it to determine whether it will diminish fine lines and wrinkles.  Others say that you need to use it for at lease a month before the side effects diminish.,tazorac,4.0,4.0,5.0
Lost 10 pounds.,xenical,3.0,4.0,7.0
|My cholesterol level# in the Uk# is 3.3 which the specialist tells me is excellent. 

Before taking Simvastatin I was prescribed Atoravastatin. The change was purely a monetary one. My cholesterol level went down from 6.25 to 3.3 with Atoravastatin.|,zocor,5.0,5.0,1.0
At first my skin was looking really great it even made my wrinkles less noticible.,tazorac,3.0,4.0,5.0
the spironolactone has prevented the large cycst types of acne from forming. My skin looks a lot smoother.,spironolactone,1.0,3.0,10.0
The treatment bendfits consisted of bringing the thyroid test results into the normal range for the TSH and T4 tests for a post-menopausal woman.,synthroid,1.0,3.0,9.0
Stops the cholestrol level dramatically.,crestor,2.0,3.0,8.0
Prevented pregnancy,seasonique,1.0,2.0,4.0
I had two early stage miscarriages# so I was tested by a reproductive specialist. She diagnosed that I have high blood clot factor. As soon as the third pregnancy was confirmed (5th week)# I stated to take Lovenox once a day. After reaching 13th week and ultrasound confirmed the baby is growing well# I was allow to be off Lovenox. I am now in third trimester and my pregnancy went well.,lovenox,2.0,3.0,5.0
helped depression and energy. I entered Alcholics Anonymous and began recovery from years of substance abuse.  Provigil seems to take the edge off of my prior anxieties and helps to dig deep into the emotional reasons for the abuse.,provigil,2.0,3.0,9.0
Aciphex was extremely effective in the treatment of GERD.  It reduced reflux and burning sensation immediately.  Unfortunately# due to severe side-effects# medication had to be discontinued.,aciphex,2.0,5.0,6.0
Almost immediate reduction in pain and inflammation that was not resolved by trimethoprim previously- this is a lower uti drug.  Slept much better with less discomfort although tenderness remained for a few days.,keflex,2.0,1.0,9.0
relieves most migraines if caught fairly early.  I've had some migraines that it was ineffective against.,zomig,1.0,1.0,8.0
|My daughter  was unable to focus and concentrate during classes.  
Her marks were terrible# she was failing many classes in spite of studying for hours on end (I can verify this as I studied with her) Her self esteem was very low due to this and the fact that she has a sister who consistently achieves high grades.  She became depressed and frustrated by this situation.

After seeing a neurologist and doing many test she was diagnosed with ADD.  We started her on Adderall and the results have been amazing.  Now# she does minimal studying and her marks are EXCELLENT!  She is able to focus and really pay attention in classes so the information is not only understood but retained.  Her self esteem has soared and she is once again a happy little girl.|,adderall,2.0,1.0,10.0
Less acne (diminished whiteheads and blackheads)# smoother skin# and less redness.,finacea,1.0,3.0,8.0
It made a noted difference to my depression# but not much to my anxiety. If anyone is hyperactive this drug seemed to be sedating and gentle (if u can handle that).,remeron,3.0,1.0,6.0
reactions over-road the benefits.  I will simply say that I did not think I received benefits from this particular drug.  There are other pain inhibitors that worked as well as the vicodin with out the druggy feelings and sickness.,vicodin,1.0,4.0,1.0
|I was able to create a tasks list# complete the list in full and stay focused for a full days work# and not get sidetracked or feel the least bit tired.
Day after day# I continued to work better than I had been able to for years.|,vyvanse,2.0,1.0,10.0
|The treatment benefits were that the incidence of arrhythmia was drastically
reduced and the duration of episodes was also drastically reduced. I could
go for days# weeks# and months without having any episodes.  When I do have
an episode# it is mild and short lived.|,flecainide,2.0,3.0,10.0
This medication relieve nervousness and tension and improve sleep disturbances.,oxazepam,2.0,1.0,7.0
able to taper off on the Allevert and just use this. Helped with congestion# helped with sleeping.,nasonex,1.0,1.0,8.0
|skin cleared up
noticable clearance in scars|,sotret,3.0,4.0,6.0
read details,omnicef,1.0,5.0,3.0
Diminished extreme highs& lows# decreased anxiety/panic attacks# diminished urges to self multilate [Felt absolutely compelled to punch my legs# arms# and head at times of anxiety attacks a way to numb pain of anxiety inside]. Mental clarity. Felt a sense of control over eating behaviors [Felt I had a choice to binge/purge or not]. This drug was a miracle as I admitted myself to the ER after feeling all loss of control over my extreme mood swings [very happy/joyfull to "no reason to live" the next minute]# my bulimia# self-mutilation# & anxiety. I felt as if I was on a very thin thread of life# I was ready to quit seeking any sign of serenity# until I was given hope with Lamictal. I was able to hold on to life# with a promise that soon the medications will start working. Mental health issues run deep in my father's family. I've always been hesitant to solve my problems with meds# trying virtually every alternative medicine [even hypnotherapy]. I wish I would have looked into this earlier- knowing that my problems had deep genetic roots [chemical imbalace].,lamictal,2.0,1.0,10.0
i could sleep eventually due to long term insomnia. slow my thoughts down for the first 2 years.,seroquel,3.0,2.0,5.0
The treatment benefits were good. It took away the red bumps and flushing I had from the roseasa,metrogel,1.0,4.0,8.0
no headaches (had salt sensitive migraines),metoprolol,1.0,4.0,7.0
Increased concentration and the ability to study# stay focused and complete tasks in a timely manner.,effexor,1.0,4.0,5.0
One of the side effects of Seroquel is sleepiness. Depression and fatique were a result of lack of deep sleep. Seroquel allowed the patient to obtain deep (REM) sleep allowing for a rejuvinated physical state that# in turn# lifted the mood and outlook of the patient.,seroquel,2.0,1.0,8.0
I saw a reduction of pore size because I think my skin was getting tighter# I dont know if because of the drying. However# you could see a smoother appeareance. I didnt have a significant improvement in the fine lines. I am attributing this because they are expression lines under my eyes.,renova,3.0,1.0,7.0
Control of joint inflammation,methotrexate,2.0,3.0,10.0
It did seem to control the my acid reflux in the beginning.  However# being that I am now pregnant (3 months) it doesn't seem to be strong enough to help. My acid reflux is out of control and I was just diagnosed with gastritis.  My stomach burns a lot.,prilosec,3.0,3.0,6.0
Gabapentin was prescribed to me for bi polar disorder.  Using no other meds I have taken this in the past with no side effects. I have been taking gabapentin for about a month.Does well with my depression.Only took about a week to feel better.Strange but true.,neurontin,2.0,1.0,8.0
Very effective at eliminating pain,celebrex,1.0,3.0,8.0
I was initially calmer and motivated on 35 mg.  I cleaned house and felt like I was moving in a positive direction.  I was very hopeful that I may be feeling better.  My internal chatter had quieted.,effexor,3.0,4.0,7.0
It is moderately effective in reducing the pain# and very effective in reducing the inflammation# swelling and heat in the joints.  I had not realized just how effective it is# until I ran out recently# and was without it for a few days.  I guess I had forgotten how debilitating OA can be.  Without it# I walk with a cane- with it# I don't need a cane# and can even walk for a mile or so for exercize# without 'paying for it' the next day.,etodolac,1.0,1.0,9.0
|I was not on the drug lonng enough to recognize any benefits.  Medication was
discontinued when first vessicle appeared.|,humira,5.0,5.0,1.0
Reduced swelling due to water retention; reduced high blood pressure.,dyrenium,1.0,1.0,9.0
reduce anxiety,paxil,1.0,4.0,7.0
purging of the skin# some clearing acne.,differin,3.0,4.0,6.0
Completely changed my everyday life in a beneficial way. I was more confident with myself than ever before. Before taking the drug# I was cold and hateful for no reason.  I could bite someone's head off very quickly.  After taking the drug# I am now such a nice person and genuinely care about other people and realize that everyone is different...........and that's ok.,effexor-xr,2.0,3.0,8.0
Skin inflamation disappeared,elidel,2.0,3.0,10.0
|Much less anxiety. Was able to nearly stop taking Xanax for breakthrough anxiety and panic.

Was able to sleep well and did not need to take Tuinal.|,klonopin,2.0,3.0,10.0
it did not make me feel like i was on a major drug.  i still felt like "myself" and could experience emotions.  there were no weight loss/gain experiences.,lexapro,1.0,3.0,9.0
Prevention of pregnancy# acne control# regularity of periods.  Took 2 years straight and never got pregnant.  Face had no acne problems whatsoever# very clear.  Periods were on time# usually run 5 to 7 days# but while taking the pill I knew when my period was getting ready to begin.  When I wasn't on the pill I was irregular and spotted often.,ortho-tri-cyclen,2.0,2.0,8.0
|I have had headaches since age 17.  The acid reflux isn't as bad as it used
to be.|,prinivil,4.0,1.0,5.0
|Low back pain would almost be completely relieved about 40 mins. after taking Vicodin.
With severe pain# I took 1 1/2 tablets which helped.|,vicodin,2.0,1.0,10.0
Started to work within 12 hours# much less pus and blood from nostrils. Pressure in face reduced with in 36 hours.,clarithromycin,1.0,2.0,7.0
This is an easy to take flu remedy that lasts only 5 days. It was good to know that as miserable as the flu was# I could finally take action to rid myself of it sooner# as compared to last year when there was no remedy available. By taking Tamiflu# I think the duration of the flu may have been shortened by 1-2 days,tamiflu,3.0,3.0,7.0
Although this treatment was intended to alleviate symptoms associated with menopause# either the dosage was insignificant or the product was not appropriate for this particular patient.  No relief was experienced in any way.  If anything# symptoms continue to worsen.,effexor-xr,5.0,1.0,2.0
Better mood# more energy# weight loss.  Daily outlook was better# fewer outbursts of anger.  I was able to concentrate a little better and be more focused.  I didn't have any moments of the blues or procrastination.,wellbutrin,1.0,1.0,8.0
lowered cholesterol to normal limits# i feel with this drug and changes in my earing habits #ihave added years to mt life. it is said to protect the heart . i have had a heart attack# so according to my dr. this is good preventive medecine.,lipitor,2.0,1.0,9.0
The benefits of this treatment was there was a decreased amount of bowel movements per day. Also severe cramping and urgency to empty the bowel was decreased by 50% and meals could be enjoyed# even when out in public places where a washroom might not be available.,prevalite,1.0,1.0,6.0
Next to none - bringing up rubbish did seem to stop at one point - but not for long.,doxycycline,4.0,4.0,2.0
Generally more ability to take charge of my life# organise myself and feel good about myself.  Not avoiding situations like I used to and generally able to hold myself together and not fear having onset dizziness/lethargy/tiredness/weakness/withdrawal/stress/hyperventilation that comes with extreme GAD.  Waking up and not deliberating my every move# ability to sleep at nite and not get myself into a state of panic# less paranoia more inner confidence and self assurance.,effexor-xr,2.0,5.0,8.0
It mostly eliminated the urge to smoke# allowing me to quit. Having tried other drugs to quit smoking# I was shocked by how effective this drug was.,chantix,2.0,5.0,1.0
reduced the bumps somewhat!,retin-a,1.0,3.0,10.0
Excellent improvement of papular pustular acne,doxycycline,2.0,1.0,8.0
Acne no more after 8 months of use.  I have yet to ever have another break out of acne# much less a more than one flare up of more than one pimple at a time# and that is once in a blue moon.,accutane,2.0,4.0,10.0
I found that the drug helped with mild depression/dysthymia.,citalopram,1.0,2.0,6.0
hot flashes were less frequent.  Libido was improved.  Uninterrupted sleep was more common.  Emotional balance was obtained,prempro,1.0,2.0,5.0
did not get pregnant,depo-provera,2.0,2.0,1.0
It had a dramatic impact in terms of reducing how often I would break out. My skin was smoother and more clear.  And the fine lines around my eyes were reduced dramatically.,retin-a,1.0,1.0,10.0
Reduced pain and discomfort in both arms.  Calmer and less anxious personality. Pt enjoyed her life just a slight bit better and was able to participate in other various activities with her friends# family and to do art work that she loves at the day center where she attends two times a week.,neurontin,3.0,1.0,7.0
The treatment benefits of Vicodin (Hydrocodone and Acetaminophen) were relief of severe pain from surgical procedure.,vicodin,2.0,2.0,1.0
for severe pain and acheness,cymbalta,2.0,3.0,10.0
